establecimiento_nombre,localidad_id,localidad_nombre,provincia_id,provincia_nombre,departamento_id,departamento_nombre,codloc,tipologia_id,tipologia_sigla,cp,domicilio,sitio_web,longitud,latitud
LINAN,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,HUELFIN 1078 - CORDOBA - CORDOBA,,-64.20091077,-31.39786536
DIAZ GARRO,14098020000,ADELIA MARIA,14,CÓRDOBA,98,RÍO CUARTO,20,70,FARMACIA,5843,velez sarfield 198 - ADELIA MARIA - CORDOBA,,-64.02220913,-33.62923182
NUEVA ESPIRITU SANTO,70084010000,RIVADAVIA,70,SAN JUAN,84,RIVADAVIA,10,70,FARMACIA,5400,republica del libano N° 3723 (Oeste),,-68.57016255,-31.55457105
PONCE,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,AV.GRAL.PAZ 654 - CORDOBA - CORDOBA,,-64.18335326,-31.40770705
REVENGA,14063090000,CORRAL DE BUSTOS,14,CÓRDOBA,63,MARCOS JUÁREZ,90,70,FARMACIA,2645,DIAG.ICA 195 - GENERAL BUSTOS - CORDOBA,,-64.17303015,-31.38912439
MERCEDARIO 3,70077010002,RAWSON,70,SAN JUAN,77,RAWSON,10,70,FARMACIA,8158,mendoza esquina cabildo,,-68.5284704,-31.56952753
DEL LAGO,14140300000,MORTEROS,14,CÓRDOBA,140,SAN JUSTO,300,70,FARMACIA,2421,HIPOLITO IRIGOYEN 980 - MORTEROS - CORDOBA,,,
ALVAREZ DE BESSO,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,RAFAEL GARCIA 3291 - CORDOBA - CORDOBA,,-64.19140276,-31.44980878
SUIPACHA,14098230000,RIO CUARTO,14,CÓRDOBA,98,RÍO CUARTO,230,70,FARMACIA,5800,Suipacha 243 - RIO CUARTO - CORDOBA,,-64.35577745,-33.13598543
SIPF DE SANATORIO SAN JOSE DE SALUD Y REHABILITACION INTEGRAL SRL,38014090000,PERICO,38,JUJUY,14,EL CARMEN,90,70,FARMACIA,4606,Villafañe 20,,,
SORUCO,14182180000,MORRISON,14,CÓRDOBA,182,UNIÓN,180,70,FARMACIA,2568,GENERAL PAZ 438 - MORRISON - CORDOBA,,,
BOTIQUIN DEL NORTE,10035040000,CORRAL QUEMADO,10,CATAMARCA,35,BELÉN,40,70,FARMACIA,4751,AVDA. VICENTE SAADI S/N° Bo. CENTRO,,,
LAURIA,6805010006,GENERAL PACHECO,6,BUENOS AIRES,805,TIGRE,10,70,FARMACIA,1617,AV. BOULOGNE SUR MER 1249,,,
FAENZE,14182150000,LABORDE,14,CÓRDOBA,182,UNIÓN,150,70,FARMACIA,2657,LAS HERAS 467 - LABORDE - CORDOBA,,-62.85768782,-33.15534905
FARMACIA RIVERA,2011010002,VILLA DEVOTO,2,CABA,11,COMUNA 11,10,70,FARMACIA,C1419IFJ,Vallejos 4300,,-58.51800843,-34.59851692
GATTAS,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,CORRIENTES 395 - CORDOBA - CORDOBA,,-64.180261,-31.42085565
SIPF DEL INSTITUTO MEDICO DEL NORTE,38021060000,SAN SALVADOR DE JUJUY,38,JUJUY,21,DR. MANUEL BELGRANO,60,70,FARMACIA,4600,Otero 461 - B° Centro,,-65.30144,-24.18318
BOTIQUIN DOS CORAZONES,58084040000,EL HUECU,58,NEUQUÉN,84,ÑORQUÍN,40,70,FARMACIA,8353,SARMIENTO S/Nº,,,
JUAREZ RUFFINO IV,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,BOULEVARD LOS GRANADEROS 2068 - CORDOBA - CORDOBA,,,
"FARMACIAS INTEGRADAS CUYO II G.C., S.C.S.",6427010003,GONZALEZ CATAN,6,BUENOS AIRES,427,LA MATANZA,10,70,FARMACIA,1759,J. B. LASALLE ESQ. MONASTERIO N 3603,,,
"FARMACIA CIENTIFICA SANTA CATALINA, S.C.S.",6490010003,LOMAS DE ZAMORA,6,BUENOS AIRES,490,LOMAS DE ZAMORA,10,70,FARMACIA,1832,FACUNDO QUIROGA 2040,,,
FARMACIA GENNA SRL,38021060000,SAN SALVADOR DE JUJUY,38,JUJUY,21,DR. MANUEL BELGRANO,60,70,FARMACIA,4600,Av. Marina Vilte 1053 - B° Alto Comedero,,-65.26898,-24.24904
GARCIA (B°AYACUCHO),14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,TOLEDO 1812 - AYACUCHO - CORDOBA,,-64.17218004,-31.37974613
CENTRAL (CRUZ DEL EJE),14028050000,CRUZ DEL EJE,14,CÓRDOBA,28,CRUZ DEL EJE,50,70,FARMACIA,5280,AVDA EVA PERON 659 - CRUZ DEL EJE - CORDOBA,,-64.79374525,-30.7312689
CAVIGLIASSO,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,AVENIDA O HIGGINS 5980 - CORDOBA - CORDOBA,,-64.16905272,-31.48336918
SAN ROQUE (QUILINO),14049130000,VILLA QUILINO,14,CÓRDOBA,49,ISCHILÍN,130,70,FARMACIA,5214,Leopoldo Lugones 44 - QUILINO - CORDOBA,,-64.46982682,-30.20606577
VERONICA MARTINEZ,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,SAN MARTIN 659 - CENTRO SEC.2DA - CORDOBA,,-64.18089522,-31.40830612
MARTHA BAUDUCCO,14140370000,SATURNINO MARIA LASPIUR,14,CÓRDOBA,140,SAN JUSTO,370,70,FARMACIA,5943,AV. 25 DE MAYO 151 - SATURNINO MARIA LASPIUR - CORDOBA,,,
DEL SOL (RIO IV),14098230000,RIO CUARTO,14,CÓRDOBA,98,RÍO CUARTO,230,70,FARMACIA,5800,DINKELDEIN 1896 - RIO CUARTO - CORDOBA,,,
ANALIA CHAMORRO,14098230000,RIO CUARTO,14,CÓRDOBA,98,RÍO CUARTO,230,70,FARMACIA,5800,AVENIDA 9 DE JULIO 627 - RIO CUARTO - CORDOBA,,,
"FARMAPOINT PBA, S.C.S.",6441030002,ANGEL ETCHEVERRY,6,BUENOS AIRES,441,LA PLATA,30,70,FARMACIA,1901,"299 (CENTRO COMERCIAL HARAS DEL SUR IV, LOCAL 3 Y 4) N 4248",,,
CECILIA GIRAUDO,14140400000,TRANSITO,14,CÓRDOBA,140,SAN JUSTO,400,70,FARMACIA,2436,REPUBLICA ARGENTINA 59 - TRANSITO - CORDOBA,,,
PEIRETTI,14182080000,CANALS,14,CÓRDOBA,182,UNIÓN,80,70,FARMACIA,2650,URQUIZA 159 - CANALS - CORDOBA,,-62.88826718,-33.56603994
MARCOS ACOSTA,14119190000,RIO SEGUNDO,14,CÓRDOBA,119,RÍO SEGUNDO,190,70,FARMACIA,5960,Belgrano 1076 - RIO SEGUNDO - CORDOBA,,-63.91488007,-31.65414717
SAINO DE CARRANZA,14084020000,LA CESIRA,14,CÓRDOBA,84,PRESIDENTE ROQUE SÁENZ PEÑA,20,70,FARMACIA,6101,CATAMARCA 398 - LA CESIRA - CORDOBA,,-62.9785601,-33.95237489
EDEN,14091250000,VILLA CARLOS PAZ,14,CÓRDOBA,91,PUNILLA,250,70,FARMACIA,5152,CASSAFFOUSTH 91 - V.CARLOS PAZ - CORDOBA,,-64.50398362,-31.41641882
"FARMY ESPAÑA MADERO, S.C.S.",6427010013,VILLA EDUARDO MADERO,6,BUENOS AIRES,427,LA MATANZA,10,70,FARMACIA,1768,ESPAÑA N 792/794 (EX 791/793),,,
MARIN,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,E. PETORUTTI 2611 - CORDOBA - CORDOBA,,,
VILLORIA,14063180000,MARCOS JUAREZ,14,CÓRDOBA,63,MARCOS JUÁREZ,180,70,FARMACIA,2580,BISMARK 580 - MARCOS JUAREZ - CORDOBA,,-62.09479464,-32.69350055
INGLESA,14035140000,VILLA VALERIA,14,CÓRDOBA,35,GENERAL ROCA,140,70,FARMACIA,6273,SAN MARTIN 791 - VILLA VALERIA - CORDOBA,,-64.91812221,-34.3422369
FARMACIA GUEMES 3787,2014010001,PALERMO,2,CABA,14,COMUNA 14,10,70,FARMACIA,C1425BKQ,Güemes 3787,,-58.41534904,-34.58746624
ITALIA,74056150000,SAN LUIS,74,SAN LUIS,56,LA CAPITAL,150,70,FARMACIA,5700,Avenida Italia 1771,,-66.34276079,-33.28884975
FARMACIA GLOBAL- SAN MARTIN 3087/3091- NQN,58035070000,NEUQUEN,58,NEUQUÉN,35,CONFLUENCIA,70,70,FARMACIA,8300,SAN MARTIN 3087/3091,,,
CANAVESIO,14007060000,EMBALSE,14,CÓRDOBA,7,CALAMUCHITA,60,70,FARMACIA,5856,Ruta 5 Km.705-embalse,,-64.39861857,-32.21181875
SALVADORES,6560010004,MORENO,6,BUENOS AIRES,560,MORENO,10,70,FARMACIA,1744,JULIAN ALVAREZ N 2593,,,
ANALIA IGLESIAS,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,VTE LOPEZ Y PLANES 3548 - CORDOBA - CORDOBA,,,
KRISTOFF,14056160000,UCACHA,14,CÓRDOBA,56,JUÁREZ CELMAN,160,70,FARMACIA,2677,LEANDRO N. ALEM 155 - UCACHA - CORDOBA,,,
ALEJANDRA GIANRE,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,ALSINA 2581 - YOFRE NORTE - CORDOBA,,-64.13343161,-31.37961031
"FARMALUIA, S.C.S.",6427010005,ISIDRO CASANOVA,6,BUENOS AIRES,427,LA MATANZA,10,70,FARMACIA,1765,REPUBLICA DE PORTUGAL 4879,,,
MILENIUM III,2011010004,VILLA SANTA RITA,2,CABA,11,COMUNA 11,10,70,FARMACIA,C1416ASX,Av. Nazca 2102,,-58.48242606,-34.61016339
SAN FELIPE,38014070000,MONTERRICO,38,JUJUY,14,EL CARMEN,70,70,FARMACIA,4608,Cordoba 412 B° San José Monterrico,,-65.16628,-24.44069
PALAZZINI (SAN AGUSTIN),14007180000,SAN AGUSTIN,14,CÓRDOBA,7,CALAMUCHITA,180,70,FARMACIA,5191,SAN MARTIN 631 - SAN AGUSTIN - CORDOBA,,-64.37477809,-31.97615705
CORAGLIO,14119010000,CALCHIN,14,CÓRDOBA,119,RÍO SEGUNDO,10,70,FARMACIA,5969,BELGRANO 875 - CALCHIN - CORDOBA,,-63.19501296,-31.66811662
ZUCCHINI,14147210000,MALAGUEÑO,14,CÓRDOBA,147,SANTA MARÍA,210,70,FARMACIA,5101,BELGRANO 402 - MALAGUENO - CORDOBA,,-64.35763007,-31.46442769
ARTERO,14119200000,SANTIAGO TEMPLE,14,CÓRDOBA,119,RÍO SEGUNDO,200,70,FARMACIA,5125,Pedro Barciocco 1097,,-63.4169132,-31.38703985
"FARMACIA TALAR SALUD UNO, S.C.S.",6805010005,EL TALAR,6,BUENOS AIRES,805,TIGRE,10,70,FARMACIA,1618,COLOMBIA 1152,,,
"FARMACIA VIA SCUDERLANDO, S.C.S.",6539010004,PONTEVEDRA,6,BUENOS AIRES,539,MERLO,10,70,FARMACIA,1761,MALDONADO 2706,,,
ALBERDI (ALMAFUERTE),14161010000,ALMAFUERTE,14,CÓRDOBA,161,TERCERO ARRIBA,10,70,FARMACIA,5854,ALBERDI 313 - ALMAFUERTE - CORDOBA,,-64.25076698,-32.195044
EL CONDOR III,14049050000,DEAN FUNES,14,CÓRDOBA,49,ISCHILÍN,50,70,FARMACIA,5200,9 DE JULIO 96 - DEAN FUNES - CORDOBA,,-64.35375123,-30.42404612
SALES,14042030000,AUSONIA,14,CÓRDOBA,42,GENERAL SAN MARTÍN,30,70,FARMACIA,5901,SAN MARTIN 111 - AUSONIA - CORDOBA,,-63.2448917,-32.66264317
LA TORRE,6119050000,CORONEL BRANDSEN,6,BUENOS AIRES,119,BRANDSEN,50,70,FARMACIA,1980,BELLOC N 153,,,
FARMACIA LIN,6760010004,SAN MIGUEL,6,BUENOS AIRES,760,SAN MIGUEL,10,70,FARMACIA,1663,AV. RICARDO BALBIN N 1848,,,
LOPEZ,6882050000,ZARATE,6,BUENOS AIRES,882,ZÁRATE,50,70,FARMACIA,2800,EVARISTO CARRIEGO N 268 PB,,,
FARMACIA SANTA BARBARA LAS LAJAS,58105030000,LAS LAJAS,58,NEUQUÉN,105,PICUNCHES,30,70,FARMACIA,8347,25 DE mayo 0347,,,
FELIX PAZ,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,Felix Paz 1196 - CORDOBA - CORDOBA,,-64.23277997,-31.41928368
CIMINARI,14161030000,CORRALITO,14,CÓRDOBA,161,TERCERO ARRIBA,30,70,FARMACIA,5853,AV.SAN MARTIN 102 - CORRALITO - CORDOBA,,,
SAN CARLOS SUD,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,O HIGGINS 2645 - CORDOBA - CORDOBA,,-64.16862114,-31.44102571
SAN JORGE DE LOS CIELOS,14049050000,DEAN FUNES,14,CÓRDOBA,49,ISCHILÍN,50,70,FARMACIA,5200,25 de Mayo 66,,-64.35156744,-30.42361984
"ANTESCA, S.C.S.",6638040008,PILAR,6,BUENOS AIRES,638,PILAR,40,70,FARMACIA,1629,RUTA 28 AV. VENANCIO CASTRO,,,
"TIVITYFARMA, S.C.S.",6427010010,SAN JUSTO,6,BUENOS AIRES,427,LA MATANZA,10,70,FARMACIA,1754,BRIG. GRAL.JUAN MANUEL DE ROSAS N 5089,,,
PONTE II,14161150000,RIO TERCERO,14,CÓRDOBA,161,TERCERO ARRIBA,150,70,FARMACIA,5850,Av Savio y San Miguel 1 - RIO TERCERO - CORDOBA,,,
AYELEN,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,TOMAS DE IROBI 632 - CORDOBA - CORDOBA,,,
FARMACIA LIFE,58035070000,NEUQUEN,58,NEUQUÉN,35,CONFLUENCIA,70,70,FARMACIA,8300,FIGUEROA 2006 Local 6,,,
DI VINCENZO DE HEMGREN,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,MIGUEL CANNE 2838 - CORDOBA - CORDOBA,,-64.17197645,-31.36931322
GENERAL PAZ GUIÑAZU,14021310001,GUIÑAZU NORTE,14,CÓRDOBA,21,COLÓN,310,70,FARMACIA,5000,J.B.JUSTO 9309 - GUINAZU - CORDOBA,,-64.17621323,-31.31308251
AIASSA DE BARISONZI,14140330000,PORTEÑA,14,CÓRDOBA,140,SAN JUSTO,330,70,FARMACIA,2415,SAN MARTIN 227 - PORTENA - CORDOBA,,-63.24599544,-32.93907462
FARMACIA INTERNA HOSP. SANTA ROSA,30113080000,VILLAGUAY,30,ENTRE RÍOS,113,VILLAGUAY,80,70,FARMACIA,3240,San Martín 1867,,-59.02567,-31.85255
MARIA MONGE,14091250000,VILLA CARLOS PAZ,14,CÓRDOBA,91,PUNILLA,250,70,FARMACIA,5152,JOSE HERNANDEZ 249 - V.CARLOS PAZ - CORDOBA,,-64.5025023,-31.42254311
COOPE PICUN,58098020000,PICUN LEUFU,58,NEUQUÉN,98,PICÚN LEUFÚ,20,70,FARMACIA,8353,AGUARIBAY S/N° MZA CR 25 LOTE 3,,,
FARMACIA ICHASO,58035100000,PLOTTIER,58,NEUQUÉN,35,CONFLUENCIA,100,70,FARMACIA,8316,BATILANA 384,,,
ZANOTTI DE BOCARDO,14063160000,LEONES,14,CÓRDOBA,63,MARCOS JUÁREZ,160,70,FARMACIA,2594,RIVADAVIA 1001 - LEONES - CORDOBA,,-62.29693428,-32.66021358
FARMASOL(SILVIO PELLICO),14042130000,SILVIO PELLICO,14,CÓRDOBA,42,GENERAL SAN MARTÍN,130,70,FARMACIA,5907,BV. LOS INMIGRANTES 173 - SILVIO PELLICO - CORDOBA,,,
EL SOL,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,COLON 302 - CORDOBA - CORDOBA,,-64.18716645,-31.41222917
TRINIDAD (SAN ANTONIO DE LITIN),14182240000,SAN ANTONIO DE LITIN,14,CÓRDOBA,182,UNIÓN,240,70,FARMACIA,2559,CORDOBA 498 - SAN ANTONIO DE LITIN - CORDOBA,,,
FARMALOCAL S.C.S.,6427010008,RAFAEL CASTILLO,6,BUENOS AIRES,427,LA MATANZA,10,70,FARMACIA,1755,CONTRALMIRANTE CORDERO 726,,,
FHARMASUR,90070050000,RIO SECO,90,TUCUMÁN,70,MONTEROS,50,70,FARMACIA,4145,INMACULADA CONCEPCION 574 - RIO SECO,,,
MARISA MENENDEZ,14098110000,ELENA,14,CÓRDOBA,98,RÍO CUARTO,110,70,FARMACIA,5815,MITRE 286 - ELENA - CORDOBA,,,
PASCHETTO,14140160000,DEVOTO,14,CÓRDOBA,140,SAN JUSTO,160,70,FARMACIA,2424,SAN MARTIN 134 - DEVOTO - CORDOBA,,-62.30625906,-31.40486956
VIGLIONE,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,URQUIZA 4301 - M.FRAGUEIRO - CORDOBA,,-64.18558884,-31.36680612
MANCHADO,14056160000,UCACHA,14,CÓRDOBA,56,JUÁREZ CELMAN,160,70,FARMACIA,2677,SAN MARTIN 366 - UCACHA - CORDOBA,,,
EDUARDO FLORES,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,AMBROSIO OLMOS 773 - CORDOBA - CORDOBA,,-64.18947348,-31.43088571
DI GENNARO,14133200000,VILLA DOLORES,14,CÓRDOBA,133,SAN JAVIER,200,70,FARMACIA,5870,PRESIDENTE PERON 602 - VILLA DOLORES - CORDOBA,,,
GUADALUPE II,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,AV VELEZ SARSFIELD 1452 - CORDOBA - CORDOBA,,-64.19394959,-31.43200651
"FARMACIA 2785, S.C.S.",6441030015,LA PLATA,6,BUENOS AIRES,441,LA PLATA,30,70,FARMACIA,1900,27 ESQ.84  2599,,,
TERESA DIAZ,14098230000,RIO CUARTO,14,CÓRDOBA,98,RÍO CUARTO,230,70,FARMACIA,5800,Hipolito Irigoyen 1493,,-64.34893129,-33.13193598
FARMACIA NORTE IV - CUTRAL CO,58035040000,CUTRAL CO,58,NEUQUÉN,35,CONFLUENCIA,40,70,FARMACIA,8322,MENDOZA 388,,,
FARMACIA MU.DO.N. III PLOTTIER,58035100000,PLOTTIER,58,NEUQUÉN,35,CONFLUENCIA,100,70,FARMACIA,8316,Buratovich y Amulen,,,
ESPOSITO,14063010000,ALEJO LEDESMA,14,CÓRDOBA,63,MARCOS JUÁREZ,10,70,FARMACIA,2662,ROQUE SAENZ PEÑA 342 - ALEJO LEDESMA - CORDOBA,,-62.62706093,-33.60340981
SALTA,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,REPUBLICA DE SIRIA 602 - CORDOBA - CORDOBA,,,
RED FARMA,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,Pedro Zanni 198 - CORDOBA - CORDOBA,,-64.21265632,-31.40497425
ALDAYA,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,LAZCANO COLODRERO 2771 - POETA LUGONES - CORDOBA,,-64.25076899,-32.19503379
SANTA MARIA HOSPITAL,90070030000,MONTEROS,90,TUCUMÁN,70,MONTEROS,30,70,FARMACIA,4142,IGNACIO SORROZA 193,,,
PERRONE DE GANGI,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,DIAZ DE LA FUENTE 2327 - CORDOBA - CORDOBA,,-64.23695279,-31.4361618
JURADO DE BUGALLO,14161150000,RIO TERCERO,14,CÓRDOBA,161,TERCERO ARRIBA,150,70,FARMACIA,5850,MITRE 167 - RIO TERCERO - CORDOBA,,-64.11246992,-32.17301286
INGARAMO,14140360000,SAN FRANCISCO,14,CÓRDOBA,140,SAN JUSTO,360,70,FARMACIA,2400,INDEPENDENCIA SUR 3599 - SAN FRANCISCO - CORDOBA,,-62.10433661,-31.42290076
FARMACIA BEREA SUCURSAL FLORES,2007010001,FLORES,2,CABA,7,COMUNA 7,10,70,FARMACIA,C1406GLS,Av. Rivadavia 6202,,-58.45409559,-34.62562503
FARMAPROV CENTRAL S.C.S.,6427010003,GONZALEZ CATAN,6,BUENOS AIRES,427,LA MATANZA,10,70,FARMACIA,1759,SENGUEL 5676,,,
SIMON,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,Agustin garzon 3604,,-64.13843193,-31.42658937
FARMACIA MAGISTRAL,58035100000,PLOTTIER,58,NEUQUÉN,35,CONFLUENCIA,100,70,FARMACIA,8316,LAINEZ 297,,,
FARMACIA DE LOS ANDES,58056010000,SAN MARTIN DE LOS ANDES,58,NEUQUÉN,56,LÁCAR,10,70,FARMACIA,8316,RIOJA N° 10 y RUTA 234 Local 6,,,
FARMACIA DEL ALTO,58112040000,ZAPALA,58,NEUQUÉN,112,ZAPALA,40,70,FARMACIA,8340,CRISTOBAL COLON 824,,,
FARMACIA  DEL ALTO II,58112040000,ZAPALA,58,NEUQUÉN,112,ZAPALA,40,70,FARMACIA,8340,AVENIDA 12 DE JULIO N° 694 y AVENIDA CAÑADÓN OESTE,,,
FARMACIA DEL PUEBLO ALTO COMAHUE - DR RAMON - NQN,58035070000,NEUQUEN,58,NEUQUÉN,35,CONFLUENCIA,70,70,FARMACIA,8300,DR. RAMON 355,,,
FARMACIA DEL PUEBLO - DR. RAMON Y CASILDA- NQN,58035070000,NEUQUEN,58,NEUQUÉN,35,CONFLUENCIA,70,70,FARMACIA,8300,DR. RAMON 4054 entre CASILDA y RECONQUISTA,,,
OYOLA,14147080000,DESPEÑADEROS,14,CÓRDOBA,147,SANTA MARÍA,80,70,FARMACIA,5121,AV. SAN MARTIN 117 - DESPENADEROS - CORDOBA,,-64.2902516,-31.81682541
SCARPONI,14084090000,SERRANO,14,CÓRDOBA,84,PRESIDENTE ROQUE SÁENZ PEÑA,90,70,FARMACIA,6125,OOSTENDORP 197 - SERRANO - CORDOBA,,-63.53485802,-34.47461811
DELTA II,2014010001,PALERMO,2,CABA,14,COMUNA 14,10,70,FARMACIA,C1426BWS,Avenida del Libertador 4402,www.farmaciaalberdi.com/,-58.43048012,-34.5675156
DEL MILENIO,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,AV.DUARTE QUIROS 5245 - L.DEL SUQUIA - CORDOBA,,-64.25129295,-31.39712906
"HOUSEFARMA, S.C.S.",6035010008,VILLA DOMINICO,6,BUENOS AIRES,35,AVELLANEDA,10,70,FARMACIA,1874,SAN ISIDRO N 4679,,,
FARMASOL,10021020000,ANDALGALA,10,CATAMARCA,21,ANDALGALÁ,20,70,FARMACIA,4740,AVENIDA SAN MARTIN ESQUINA SAN ROQUE,,,
FARMACIA ALBERDI 3,2010010003,VELEZ SARSFIELD,2,CABA,10,COMUNA 10,10,70,FARMACIA,C1407DYH,Rivadavia Av. 8509,,-58.48322937,-34.63375441
VASOVI S.R.L.,90042010000,JUAN BAUTISTA ALBERDI,90,TUCUMÁN,42,JUAN BAUTISTA ALBERDI,10,70,FARMACIA,4158,CAMPERO 514,,,
ITALIANA (ARIAS),14063020000,ARIAS,14,CÓRDOBA,63,MARCOS JUÁREZ,20,70,FARMACIA,2624,cordoba y belgrano s/n - ARIAS - CORDOBA,,-62.4017454,-33.6432989
DE LOS SANTOS,70098010003,SANTA LUCIA,70,SAN JUAN,98,SANTA LUCÍA,10,70,FARMACIA,5411,calle colon 1191 norte,,-68.49614782,-31.51954053
PORTEÑA,14140330000,PORTEÑA,14,CÓRDOBA,140,SAN JUSTO,330,70,FARMACIA,2415,SAN MARTIN 488 - PORTENA - CORDOBA,,-62.06471154,-31.01427603
INTERNACIONAL,14042170000,VILLA MARIA,14,CÓRDOBA,42,GENERAL SAN MARTÍN,170,70,FARMACIA,5900,JOSE INGENIEROS 86 - VILLA MARIA - CORDOBA,,-63.24308073,-32.40956019
MARINANGELI,14035040000,HUINCA RENANCO,14,CÓRDOBA,35,GENERAL ROCA,40,70,FARMACIA,6270,SUIPACHA 56 - HUINCA RENANCO - CORDOBA,,-64.37196804,-34.84066108
MUTUAL ATILRA FREYRE,14140220000,FREYRE,14,CÓRDOBA,140,SAN JUSTO,220,70,FARMACIA,2413,Gral. Paz 37,,-64.1867873,-31.4147103
ELLENA,14140230000,LA FRANCIA,14,CÓRDOBA,140,SAN JUSTO,230,70,FARMACIA,2426,BELGRANO y PASCUAL LENCINAS 1 - LA FRANCIA - CORDOBA,,-62.63406956,-31.40681975
LILIANA GIOINO,14140090000,COLONIA MARINA,14,CÓRDOBA,140,SAN JUSTO,90,70,FARMACIA,2424,BUENOS AIRES 117 - COLONIA MARINA - CORDOBA,,,
BUSTELO DE ÑAÑEZ,14105240000,RIO PRIMERO,14,CÓRDOBA,105,RÍO PRIMERO,240,70,FARMACIA,5127,CARRILO N2,,,
SOBH,14021290000,VILLA ALLENDE,14,CÓRDOBA,21,COLÓN,290,70,FARMACIA,5105,AV. SAN MARTIN 878 - VILLA ALLENDE - CORDOBA,,-64.3036215,-31.30084781
GRACIELA,14105240000,RIO PRIMERO,14,CÓRDOBA,105,RÍO PRIMERO,240,70,FARMACIA,5127,AV. MITRE 397 - RIO PRIMERO - CORDOBA,,-63.61789158,-31.33369756
"FARMACIA SOY CASEROS SANAR, S.C.S.",6658010001,BERNAL,6,BUENOS AIRES,658,QUILMES,10,70,FARMACIA,1883,AV. CASEROS 1611,,,
ÑANDUBAY,18021020000,CORRIENTES,18,CORRIENTES,21,CAPITAL,20,70,FARMACIA,3400,ÑANDUBAY Nº 598,,,
ARGENTINA,90056010000,BELLA VISTA,90,TUCUMÁN,56,LEALES,10,70,FARMACIA,4168,"25 DE MAYO 651, LOCAL 1",,,
NERVEGNA,14007310000,VILLA GENERAL BELGRANO,14,CÓRDOBA,7,CALAMUCHITA,310,70,FARMACIA,5194,JULIO A.ROCA 294 - V.GRAL.BELGRANO - CORDOBA,,-64.56081203,-31.98160858
TAMOS,14063010000,ALEJO LEDESMA,14,CÓRDOBA,63,MARCOS JUÁREZ,10,70,FARMACIA,2662,HIPOL.IRIGOYEN 632 - ALEJO LEDESMA - CORDOBA,,-62.6235303,-33.60659529
FARMACIA RIO CEBALLOS,14021230000,RIO CEBALLOS,14,CÓRDOBA,21,COLÓN,230,70,FARMACIA,5111,SAN MARTIN 6036 - RIO CEBALLOS - CORDOBA,,-64.31796992,-31.15940867
BECKER,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,AV.DON BOSCO 5371 - MAFEKIN - CORDOBA,,,
MODERNA VI,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,Velez Sarsfield 144 - CORDOBA - CORDOBA,,,
MODERNA IX,14056100000,LA CARLOTA,14,CÓRDOBA,56,JUÁREZ CELMAN,100,70,FARMACIA,2670,Hipolito Irigoyen 346 - LA CARLOTA - CORDOBA,,,
ISSOLIO,14161110000,OLIVA,14,CÓRDOBA,161,TERCERO ARRIBA,110,70,FARMACIA,5980,BOULEVARD MOYANO 233 - OLIVA - CORDOBA,,,
ALLEMANDI,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,RICHARDSON 320 - GUEMES - CORDOBA,,-64.24796836,-31.43538431
